traffic,timestamp,data,time,interval
15.318734,1727975100,2024-10-04,01:05:00,+300
14.714009,1727975400,2024-10-04,01:10:00,+300
13.798608,1727975700,2024-10-04,01:15:00,+300
14.90205,1727976000,2024-10-04,01:20:00,+300
13.564442,1727976300,2024-10-04,01:25:00,+300
13.377174,1727976600,2024-10-04,01:30:00,+300
13.18227,1727976900,2024-10-04,01:35:00,+300
12.343209,1727977200,2024-10-04,01:40:00,+300
12.448697,1727977500,2024-10-04,01:45:00,+300
12.30811,1727977800,2024-10-04,01:50:00,+300
11.847736,1727978100,2024-10-04,01:55:00,+300
11.68837,1727978400,2024-10-04,02:00:00,+300
11.099112,1727978700,2024-10-04,02:05:00,+300
10.648368,1727979000,2024-10-04,02:10:00,+300
10.194658,1727979300,2024-10-04,02:15:00,+300
10.134184,1727979600,2024-10-04,02:20:00,+300
9.942051,1727979900,2024-10-04,02:25:00,+300
9.722652,1727980200,2024-10-04,02:30:00,+300
9.482852,1727980500,2024-10-04,02:35:00,+300
9.502277,1727980800,2024-10-04,02:40:00,+300
8.922154,1727981100,2024-10-04,02:45:00,+300
8.929859,1727981400,2024-10-04,02:50:00,+300
8.642131,1727981700,2024-10-04,02:55:00,+300
8.58785,1727982000,2024-10-04,03:00:00,+300
8.287853,1727982300,2024-10-04,03:05:00,+300
7.708001,1727982600,2024-10-04,03:10:00,+300
7.657632,1727982900,2024-10-04,03:15:00,+300
7.461453,1727983200,2024-10-04,03:20:00,+300
7.397532,1727983500,2024-10-04,03:25:00,+300
7.062127,1727983800,2024-10-04,03:30:00,+300
6.860059,1727984100,2024-10-04,03:35:00,+300
6.640775,1727984400,2024-10-04,03:40:00,+300
6.797659,1727984700,2024-10-04,03:45:00,+300
6.516335,1727985000,2024-10-04,03:50:00,+300
6.498898,1727985300,2024-10-04,03:55:00,+300
6.438138,1727985600,2024-10-04,04:00:00,+300
6.23443,1727985900,2024-10-04,04:05:00,+300
6.118563,1727986200,2024-10-04,04:10:00,+300
6.014562,1727986500,2024-10-04,04:15:00,+300
